uuid,Void/Retire,Fully specified name:en,Short name:en,Fully specified name:fr,Short name:fr,Description:en,Data class,Data type,Answers,Members,id,Mappings|SAME-AS|PIH,Mappings|NARROWER-THAN|PIH,Mappings|SAME-AS|CBS,Mappings|SAME-AS|CIEL,Mappings|NARROWER-THAN|CIEL,Mappings|NARROWER-THAN|Rwanda HMIS Report 2012 01 20,Mappings|NARROWER-THAN|RWCS,Mappings|SAME-AS|RxNORM,Mappings|NARROWER-THAN|RxNORM,Mappings|SAME-AS|SNOMED CT,Mappings|NARROWER-THAN|SNOMED CT,Mappings|SAME-AS|ICPC-2,Mappings|NARROWER-THAN|LOINC,Mappings|SAME-AS|ICD-10,Mappings|NARROWER-THAN|ICD-10,Mappings|BROADER-THAN|ICD-10,Absolute high,Critical high,Normal high,Absolute low,Normal low,Units,Allow decimals,Complex data handler
02372b33-a034-4e70-b4b1-b878606d15e2,,Event,,,,Event,Misc,N/A,,,157837.0,,,,,,,,,,,,,,,,,,,,,,,,
dac01643-82fd-490d-ab5a-e436933e213d,,Every 6 hours. Starting 24 hours after methotrexate x 3 days,,,,,Frequency,Text,,,111427.0,,,,,,,,,,,,,,,,,,,,,,,,
162249AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Every six hours,q6h,,,,Frequency,Text,,,111406.0,,,,,,,,,,,,,,,,,,,,,,,,
25f90521-616b-e9a0-5aab-f3dc7b3c40fb,,Evidement ganglionnaire ,,,,Evidement ganglionnaire ,Misc,Numeric,,,158937.0,,,,,,,,,,,,,,,,,,,,,,,,
07d21350-4d36-4483-aa24-05a720ee6f0b,,Evident sign of dehydration,,,,,Finding,Text,,,157565.0,,,,,,,,,,,,,,,,,,,,,,,,
89d75138-4e22-4feb-a9d7-6d0f51597d03,,Evolution,,Evolution,,Evolution of the baby on this date,Question,Text,,,10085.0,,,,,,,,,,,,,,,,,,,,,,,,
b1d3ded1-c6aa-4f82-be70-7433c085dcb4,,Ewing’s sarcoma (endothelial myeloma. round cell sarcoma),,Ewing’s sarcoma (endothelial myeloma. round cell sarcoma),,Ewing’s sarcoma (endothelial myeloma. round cell sarcoma),Diagnosis,Text,,,9963.0,,,,,,,,,,,,,,,,,,,,,,,,
aa909fee-48b4-4e8d-9c59-95fa84ed703f,,Exam Direct,,,,,Test,Coded,POSITIVE;NEGATIVE,,7216.0,,,,,,,,,,,,,,,,,,,,,,,,
6d58c700-9482-4d57-a7c7-f9eaaca7b3a0,,Examen Bio-Microscopique AV OD,,Examen Bio-Microscopique,,Examen Bio-Microscopique AV OD,ConvSet,Coded,,,12052.0,,,,,,,,,,,,,,,,,,,,,,,,
16d2cc60-9b46-4ba4-94d8-01df5ce4fa5b,,Examen Bio-Microscopique AV OG,,,,Examen Bio-Microscopique AV OG,ConvSet,Coded,,,105479.0,,,,,,,,,,,,,,,,,,,,,,,,
fe176631-0e46-4c9d-8267-94a44a4cc73b,,Examen de Dentition Secondaire construct,,,,Examen de Dentition Secondaire construct,ConvSet,Text,,,12067.0,,,,,,,,,,,,,,,,,,,,,,,,
90584f2b-5f26-40b3-a73f-def23e78bcf5,,Examen gynécologique des annexes,,,,Examen gynécologique des annexes,Misc,Text,,,12158.0,,,,,,,,,,,,,,,,,,,,,,,,
aa851f71-ca77-4c83-8935-a139477bfdec,,Examens de selles(Coloration spéciale),,,,Examens de selles(Coloration spéciale),Misc,Text,,,10762.0,,,,,,,,,,,,,,,,,,,,,,,,
64d64d31-cb5c-474b-b4fb-8b7eab18a767,,"Examine placenta, membranes and cord",,,,"Examine placenta, membranes and cord",Finding,Coded,NORMAL;ABNORMAL rbc,,111066.0,,,,,,,,,,,,,,,,,,,,,,,,
4eb5d0f0-282f-27bb-bf3d-e3be2f94a6e2,,Exc. Kyste s. lingual,,,,Exc. Kyste s. lingual,Misc,Numeric,,,158954.0,,,,,,,,,,,,,,,,,,,,,,,,
3ef6ce6d-e93a-4e13-88e1-527f01ba2286,,Exceeding,,Excedant,,Exceeding Pharmacy items to the current balance,Misc,Text,,,11038.0,,,,,,,,,,,,,,,,,,,,,,,,
97d59fc5-fd19-444b-b557-7309e26237e4,,Excessive attrition of teeth,,,,,Diagnosis,Coded,Wear approximal;Wear occlusal,,11978.0,,,,,,,,,,,,,,,,,,,,,,,,
bb8b905f-03f9-4fda-a989-0302e9625017,,Excessively emotional/seeking attention,,,,this is a symptom of personality (mental illness),Symptom,Text,,,105751.0,,,,,,,,,,,,,,,,,,,,,,,,
cf832251-42a6-d93f-a483-0d78d110d0e7,,Excision chéloide du pavillon,,,,Excision chéloide du pavillon,Misc,Numeric,,,158945.0,,,,,,,,,,,,,,,,,,,,,,,,
20f812da-134c-df60-4a93-244f2f9b08a8,,Excision d'un kyste dermoïde sinusien,,,,Excision d'un kyste dermoïde sinusien,Misc,Numeric,,,158938.0,,,,,,,,,,,,,,,,,,,,,,,,
87823d80-5121-e4e4-04e5-06efddff167b,,Excision d'un kyste incisif,,,,Excision d'un kyste incisif,Misc,Numeric,,,158940.0,,,,,,,,,,,,,,,,,,,,,,,,
356e4f01-884d-0949-ec47-8583323edf99,,Excision du sinus préauriculaire,,,,Excision du sinus préauriculaire,Misc,Numeric,,,158947.0,,,,,,,,,,,,,,,,,,,,,,,,
be8512a4-b8f5-2a3e-9ffe-f90f1b1247d8,,Excision fistule cervico- pharyngienne,,,,Excision fistule cervico- pharyngienne,Misc,Numeric,,,158990.0,,,,,,,,,,,,,,,,,,,,,,,,
fd0e3ddd-7fc9-4eaa-848b-74328f943536,,Exclusive breastfeeding for first 6 months avoid prelacteal feeds,,,,Exclusive breastfeeding for first 6 months avoid prelacteal feeds,Finding,Text,,,110746.0,,,,,,,,,,,,,,,,,,,,,,,,
9ae63f45-243b-4390-92e2-f8313a7b0295,,Exercices therapeutiques,,Exercices therapeutiques,,Exercices therapeutiques,Misc,Numeric,,,7171.0,,,,,,,,,,,,,,,,,,,,,,,1.0,
43012812-90a9-4225-8942-33321f8fc8cb,,Exercise,,,,"Exercise is physical activity that is planned, structured, and repetitive for the purpose of conditioning any part of the body",Misc,Text,,,6718.0,,6718;Exercise,,,,,,,,,,,,,,,,,,,,,,
766100b2-a401-4a0f-b2ff-27246924fd28,,Exfoliation of teeth due to systemic causes,,,,Exfoliation of teeth due to systemic causes,Diagnosis,Text,,,11821.0,,,,,,,,,,,,,,,,,,,,,,,,
bedc579c-cfdc-4a94-9b13-112ce21145f0,,Exit NCD Program,,,,,Question,Coded,Not NCD;PATIENT TRANSFERRED OUT;Declined Care;OTHER NON-CODED;PATIENT REFUSED;LOST TO FOLLOWUP;Other Cause of Exit,,13164.0,,,,,,,,,,,,,,,,,,,,,,,,
25b29d5d-0b8d-448f-9d5c-2e54ee527c60,,Exostosis,,Exostosis,,Exostosis,Diagnosis,Text,,,11874.0,,,,,,,,,,,,,,,,,,,,,,,,
c39d040b-dcb2-4573-8fa4-cfdc16f86fd5,,Expired,,Expiré,,Expired pharmacy item,Misc,Text,,,11036.0,,,,,,,,,,,,,,,,,,,,,,,,
8a801f20-48ea-44db-be38-3c89cd5c883a,,Exposition cutane muquese,,,,Exposition cutane muquese,Misc,Text,,,13406.0,,,,,,,,,,,,,,,,,,,,,,,,
f8db6da8-cd9b-45f8-876d-cbc2652db161,,Exposure to TB,,,,,Finding,Text,,,157622.0,,,,,,,,,,,,,,,,,,,,,,,,
78ee4ebd-3748-40f8-98a2-39efc42e3ccf,,Exposure to domestic or family violence,,,,Exposure to domestic or family violence,Finding,N/A,,,157921.0,,,,,,,,,,,,,,,,,,,,,,,,
ce948b6c-fb8d-4c64-a68d-645ea0afe976,,Extension set,,Extension set,,Extension set,Misc,Text,,,11489.0,,,,,,,,,,,,,,,,,,,,,,,,
8d43cca6-e1d6-fdc0-35c3-8923eb5371aa,,Extr. C.E. simple / AG,,,,Extr. C.E. simple / AG,Misc,Numeric,,,158934.0,,,,,,,,,,,,,,,,,,,,,,,,
48891beb-9c81-4dfa-bc12-7ed3d8c45ec0,,Extra-Oral examinations,,,,Extra-Oral examinations,Test,Coded,Temporomandibular joint (TMJ) disorders;LYMPHNODS ;FACIAL SKIN;FACIAL ASYMETRY,,7941.0,,,,,,,,,,,,,,,,,,,,,,,,
037f17bc-1c62-45f7-abc9-bcaf27df24e6,,"Extra-pulmonary tuberculosis, BK+",,,,,Diagnosis,Text,,,106641.0,,,,,,,,,,,,A70,,,A15.4;A15.5;A15.6,,,,,,,,,
458a0c12-35d3-474b-9a7f-6f3c09145e4a,,"Extra-pulmonary tuberculosis, BK-",,,,,Diagnosis,Text,,,106628.0,,,,,,,,,,,,A70,,,A16.3;A16.4;A16.5,,,,,,,,,
b8fec555-714c-a4e7-9f57-b25ece23b82a,,Extraction C.E.   Sans Anest.,,,,Extraction C.E.   Sans Anest.,Misc,Numeric,,,158927.0,,,,,,,,,,,,,,,,,,,,,,,,
88e6c483-a081-9d5e-1993-65991da1c46b,,Extraction C.E.   Sous Anest. Generale,,,,Extraction C.E.   Sous Anest. Generale,Misc,Numeric,,,158925.0,,,,,,,,,,,,,,,,,,,,,,,,
1a53eb58-06ad-479e-ae8c-41449f91d020,,Extraction corps étranger(ophta),,,,Extraction corps étranger(ophta),Misc,Numeric,,,159006.0,,,,,,,,,,,,,,,,,,,,,,,0.0,
656d0bde-c909-45dc-9976-c6bbaeace9d9,,Extraction d'une dent impactée,,,,Extraction d'une dent impactée,Misc,Text,,,105458.0,,,,,,,,,,,,,,,,,,,,,,,,
6a926380-0ec1-4378-b825-c8d2ae349f7b,,Extraction dent définitive,,Extraction dent définitive,,Extraction dent définitive,Misc,Numeric,,,7005.0,,,,,,,,,,,,,,,,,,,,,,,0.0,
0d602c96-ba3d-4d4a-93e7-e2d52e3f067f,,Extraction des restes radiculaires,,Extraction des restes radiculaires,,Extraction des restes radiculaires,Misc,Numeric,,,7006.0,,,,,,,,,,,,,,,,,,,,,,,0.0,
5e7e41c9-ed35-543a-8678-8987325c6f59,,Extraction du polype choanal,,,,Extraction du polype choanal,Misc,Numeric,,,158948.0,,,,,,,,,,,,,,,,,,,,,,,,
f889f114-ad4b-57f8-6183-c2ee9083ff89,,"Extraction otoscopique du cholestéatome, du polype, cautérisation des granulations oreille",,,,"Extraction otoscopique du cholestéatome, du polype, cautérisation des granulations oreille",Misc,Numeric,,,158944.0,,,,,,,,,,,,,,,,,,,,,,,,
24ce70a0-3bec-ad35-4052-d30db632b13b,,Extraction ou ablation d'un exostose du conduit auditif externe.,,,,Extraction ou ablation d'un exostose du conduit auditif externe.,Misc,Numeric,,,158946.0,,,,,,,,,,,,,,,,,,,,,,,,
a5f3a7dc-193d-a4c9-eeac-37ec624e128a,,"Extractions endoscopiques (corps étranger, biopsie, éradication de toute tumeur bénigne dans le larynx, œsophage)",,,,"Extractions endoscopiques (corps étranger, biopsie, éradication de toute tumeur bénigne dans le larynx, œsophage)",Misc,Numeric,,,159002.0,,,,,,,,,,,,,,,,,,,,,,,,
f93bb462-fa4d-4db5-9e6f-69c81c8a10b0,,Extran pour la verrerie,,Extran pour la verrerie,,,Misc,Text,,,7790.0,,,,,,,,,,,,,,,,,,,,,,,,
f3d45c2e-e124-449d-ae74-9128bd365b22,,Extrapyramidal Symptoms,,,,Extrapyramidal Symptoms coded,Question,Coded,Akathesia;Tremors;Dystonia;Bradykinesia;Parkinsonism;Tardive Dyskinesia;OTHER NON-CODED,,106724.0,,,,,,,,,,,,,,,,,,,,,,,,
afbc8ba2-76e3-4280-82e0-ec0ba403d306,,Extremities,,,,Extremities,Anatomy,Text,,,111142.0,,,,,,,,,,,,,,,,,,,,,,,,
cd4d693b-431c-42b7-95de-c7ab6ad304d7,,Extremities abnomalities,,,,Extremities abnomalities,Finding,Text,,,111383.0,,,,,,,,,,,,,,,,,,,,,,,,
21e39778-abaa-e566-93d5-079ba689a6cb,,Exérèse de l'oreille externe et moyenne dans les néoplasies malignes,,,,Exérèse de l'oreille externe et moyenne dans les néoplasies malignes,Misc,Numeric,,,158992.0,,,,,,,,,,,,,,,,,,,,,,,,
5e12e20b-a988-7742-54bc-228be46561cc,,Eye Drapes with bag ( 50x40cm),,,,Eye Drapes with bag ( 50x40cm),Misc,Numeric,,,158612.0,,,,,,,,,,,,,,,,,,,,,,,,
116653AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Eye Hemorrhage,,,,Intraocular hemorrhage from the vessels of various tissues of the eye.,Diagnosis,Text,,,106666.0,,,,,,2.E.16,,,,,93478000.0,F75,,,H44.5,,,,,,,,,
7fb74f12-4f71-ba8c-e4ff-5a7dfa8fbfdf,,Eye Pad,,,,Eye Pad,Misc,Numeric,,,158613.0,,,,,,,,,,,,,,,,,,,,,,,,
00882999-3999-359e-15d1-6dc9825679cb,,Eye Shield,,,,Eye Shield,Misc,Numeric,,,158614.0,,,,,,,,,,,,,,,,,,,,,,,,
e2b71056-b25d-46e8-841e-3db353879e51,,Eye care ( Antibiotic ointment),,,,Eye care ( Antibiotic ointment),Finding,Coded,NO;YES;UNKNOWN,,111080.0,,,,,,,,,,,,,,,,,,,,,,,,
3a1fc27b-cb5a-4b77-b1dc-877a81e4ae2d,,Eye diagnosis,,Oeil,,Eye diagnosis for ICPC,ConvSet,Text,,ALLERGIC CONJUNCTIVITIS;CORNEAL ULCER;CATARACT;Other ocular problems;Retinopathy;Foreign Body in Eye;Contusion of Eye;Vision Problem;Refractive Error;Glaucoma;Eye Hemorrhage;Blindness;Eye symptom or complaint;Injury to Eye Region;VIRAL CONJUNCTIVITIS;TRACHOMA;Trichiasis,106673.0,,,,,,,,,,,,F,,,,,,,,,,,,
26403608-98f9-49c2-b005-7c9b8c4d2795,,Eye problem Cataract,,Affection oculaire Cataracte,,Eye problem Cataract,Diagnosis,Text,,,10889.0,,,,,,,,,,,,,,,,,,,,,,,,
6ad6c1fb-519a-48e8-bc71-58fcacc4d441,,Eye problem Glaucoma,,Affection oculaire Glaucome,,Eye problem Glaucoma,Diagnosis,Text,,,10888.0,,,,,,,,,,,,,,,,,,,,,,,,
c412da03-4d9a-45b2-9c3f-8bc69272df3a,,Eye problem Refractive Errors,,Affection oculaire erreurs de réfraction,,Eye problem Refractive Errors,Diagnosis,Text,,,10890.0,,,,,,,,,,,,,,,,,,,,,,,,
87b9e103-38bd-4414-98b4-7129faae651b,,Eye problem Trachoma,,Affection oculaire Trachoma,,Eye problem Trachoma,Diagnosis,Text,,,10886.0,,,,,,,,,,,,,,,,,,,,,,,,
7fad9e00-042f-4720-bdec-abfb47d5d094,,Eye problem Trauma,,Affection oculaire Traumatisme,,Eye problem Trauma,Diagnosis,Text,,,10891.0,,,,,,,,,,,,,,,,,,,,,,,,
11e814ff-47a5-4868-964a-d2997f9ca02f,,Eye problem Trichiasis,,Affection oculaire Trichiasis,,Eye problem Trichiasis,Diagnosis,Text,,,10887.0,,,,,,,,,,,,,,,,,,,,,,,,
6fecf5ff-bc28-414c-a75e-8a4d560c5a9b,,Eye problem other,,"Affection oculaire, autres",,Eye problem other,Diagnosis,Text,,,10892.0,,,,,,,,,,,,,,,,,,,,,,,,
cd7502c1-efcf-4e45-a580-240a2e8beca5,,Eye symptom or complaint,,,,,Symptom,Text,,,106671.0,,,,160231.0,,2.E.16;3.B.8,,,,308923001,,F29,,H57.9,,,,,,,,,,
e7caef4d-368d-4436-9eea-9ca52dc232b0,,Eyes,,,,,Test,Coded,NORMAL;ABNORMAL rbc,,110964.0,,,,,,,,,,,,,,,,,,,,,,,,
fa072740-1c1e-4756-a614-816378812ba6,,Eyes drainings pus,,,,Eyes drainings pus,Finding,N/A,,,157959.0,,,,,,,,,,,,,,,,,,,,,,,,
a7fb54fb-02ad-4fe0-8eaa-b328bc3db6c9,,Eyes infected ( with pus discharge),,,,,Finding,Text,,,157594.0,,,,,,,,,,,,,,,,,,,,,,,,
ef9debd4-bfbd-4de8-8673-9a25e49b6bd9,,Eyes no infected and no inflammation,,,,,Finding,Text,,,157611.0,,,,,,,,,,,,,,,,,,,,,,,,
83c39e61-5c08-4ba1-9523-0e0d23b4c020,,"Eyes, Ears, Throat",,,,"Eyes, Ears, Throat",Anatomy,Text,,,111147.0,,,,,,,,,,,,,,,,,,,,,,,,
db13ecb7-27de-4074-8557-29e3f9abe9f9,,FACIAL ASYMETRY,,,,FACIAL ASYMETRY,Question,Text,,,12072.0,,,,,,,,,,,,,,,,,,,,,,,,
db63a9aa-f22c-4029-bf57-f9d05e6a4017,,FACIAL PARALYSIS,,,,FACIAL PARALYSIS,Symptom/Finding,Text,,,105457.0,,,,,,,,,,,,,,,,,,,,,,,,
a0055c0e-eef0-457f-975b-55ce69505c9b,,FACIAL SKIN,,,,FACIAL SKIN,Question,Text,,,12070.0,,,,,,,,,,,,,,,,,,,,,,,,
3cdcbe78-26fe-102b-80cb-0017a47871b2,,FACTORY WORKER,,,,Factory profession or activity,Misc,Text,,,1683.0,,1683;FACTORY WORKER,,,,,,,,,,,,,,,,,,,,,,
3cdc1a22-26fe-102b-80cb-0017a47871b2,,FAILED - TB,,ECHEC - TB,ECHEC v2,"A patient who failed to achieve bacteriological conversion within 5 (FIVE) months after the start of treatment, or, after previous conversion, becomes sputum smear or culture-positive again. Also a patient who was initially smear-negative before starting treatment and became smear-positive after competing the initial phase of treatment. (Definition from WHO)",Finding,Text,,,1587.0,,1587;FAILED - TB,,,,,,,,,,,,,,,,,,,,,,
3cdbfa60-26fe-102b-80cb-0017a47871b2,,FAILED - TB CATEGORY IV,,,,"Treatment will be considered to have failed if two or more of the five cultures recorded in the final 12 months of therapy are positive, or if any one of the final three cultures is positive. (Definition from WHO Guidelines for the programmatic management of drug-resistant tuberculosis)",Finding,Text,,,1566.0,,1566;FAILED - TB CATEGORY IV,,,,,,,,,,,,,,,,,,,,,,
28613d86-fcd4-415e-8391-11554cd4fc9b,,FAILURE OF COAPTATION,,,,description of tricuspid valve,Finding,Text,,,3912.0,,3912;FAILURE OF COAPTATION,,,,,,,,,,,,,,,,,,,,,,
3ce8fdfa-26fe-102b-80cb-0017a47871b2,,FAILURE TO THRIVE,,,,"A decrease in expected rate of growth based on the child's previously defined growth curve.  Examples of this are low weight for age, or low height for age, or low weight for height.",Diagnosis,Text,,,5050.0,,5050;FAILURE TO THRIVE,,,,,,,,,,,,,,,,,,,,,,
3cdef54e-26fe-102b-80cb-0017a47871b2,,FAIR,,,,,State,Text,,,1898.0,,1898;FAIR,,,,,,,,,,,,,,,,,,,,,,
b169f2e5-5009-48f3-bd88-fe67bf69c991,,FALCON TUBES IN POLYSTYRENE STERILE 15ML,FALCON TUBES,,,FALCON TUBES IN POLYSTYRENE STERILE 15ML,Misc,Text,,,105492.0,,,,,,,,,,,,,,,,,,,,,,,,
3cd4f88c-26fe-102b-80cb-0017a47871b2,,FALSE LABOR,,,,Pains resembling those of normal labor but occurring at irregular intervals and without dilation of the cervix.,Diagnosis,Text,,,899.0,,899;FALSE LABOR,,,,,,,,,,,,,,,,,,,,,,
3cd64476-26fe-102b-80cb-0017a47871b2,,FAMCICLOVIR,,,,A precursor C14H19N5O4 of the antiviral agent penciclovir that after oral administration is converted to penciclovir by cellular kinases and that is used to treat especially shingles and herpes genitalis.,Drug,Text,,,958.0,,958;FAMCICLOVIR,,,,,,,,,,,,,,,,,,,,,,
3cdcbb8a-26fe-102b-80cb-0017a47871b2,,FAMILY ANIMAL OWNERSHIP CONSTRUCT,,,,,ConvSet,Coded,PIGS OWNED BY PATIENTS FAMILY;DONKEYS OWNED BY PATIENTS FAMILY;DOGS OWNED BY PATIENTS FAMILY;CHICKENS OWNED BY PATIENTS FAMILY;PATIENTS FAMILY OWNS ANIMALS;CATTLE OWNED BY PATIENTS FAMILY;SHEEP OWNED BY PATIENTS FAMILY;HORSES OWNED BY PATIENTS FAMILY;GOATS OWNED BY PATIENTS FAMILY,,1681.0,,1681;FAMILY ANIMAL OWNERSHIP CONSTRUCT,,,,,,,,,,,,,,,,,,,,,,
8f448ab4-0cdd-4a44-9c69-48a3ecc44bb6,,FAMILY CONTACT WITH TB SCORE,,,,Score for number of TB cases in a family for the qualitative pediatric TB screening,Question,Numeric,,,3631.0,,3631;FAMILY CONTACT WITH TB SCORE,,,,,,,,,,,,,,,,,,,,,,
3ce3c830-26fe-102b-80cb-0017a47871b2,,FAMILY HEALTH SEEKING BEHAVIOR CONSTRUCT,,,,family health seeking behavior CONSTRUCT,ConvSet,Text,,"THE LAST TIME SOMEONE IN YOUR FAMILY WAS TOO ILL TO WORK/DO CHORES IN HOUSE. DID THIS PERSON SEEK MEDICAL ATTENTION;IF THIS PERSON DID SEEK MEDICAL ATTENTION, WHERE WAS IT? ",2397.0,,2397;FAMILY HEALTH SEEKING BEHAVIOR CONSTRUCT,,,,,,,,,,,,,,,,,,,,,,
7e32130b-5be8-4766-bf03-f1b909934141,,FAMILY MEMBER,,,,A member of the family or someone who can represent the family,Misc,Text,,,6441.0,,6441;FAMILY MEMBER,,,,,,,,,,,,,,,,,,,,,,
372b389b-941d-463e-b18d-8d9993e92b5c,,FAMILY OWNS ANIMAL,,,,Does the patient or family own domesticated animals?,Question,Coded,NO;YES,,3397.0,,3397;FAMILY OWNS ANIMAL,,,,,,,,,,,,,,,,,,,,,,
3ce6a212-26fe-102b-80cb-0017a47871b2,,FAMILY PLANNING CLINIC,,"CLINIQUE, PLANIFICATION FAMILIALE",,Clinic which provides family planning for patients,Misc,Text,,,2714.0,,2714;FAMILY PLANNING CLINIC,,,,,,,,,,,,,,,,,,,,,,
3cdb822e-26fe-102b-80cb-0017a47871b2,,FAMILY PLANNING COMMENT,,,,Text description of family planning methods,Question,Text,,,1491.0,,1491;FAMILY PLANNING COMMENT,,,,,,,,,,,,,,,,,,,,,,
3ceb59ce-26fe-102b-80cb-0017a47871b2,,FAMILY PLANNING OTHER SPEC,,,,Other Family Planning Specify,Test,Numeric,,,5281.0,,5281;FAMILY PLANNING OTHER SPEC,,,,,,,,,,,,,,,,,,,,,,
bf8b2d92-e685-4a89-be78-54364af6322b,,FAMILY PLANNING RECOMMENDATION,,RECOMMANDATION DE PLANIFICAITON FAMIILIALE,,Family planning is recommended for the patient.,Question,Coded,NO;YES,,6346.0,,6346;FAMILY PLANNING RECOMMENDATION,,,,,6346.0,,,,,,,,,,,,,,,,,
3ced003a-26fe-102b-80cb-0017a47871b2,,FAMILY PLANNING SERVICES,,,,Family planning services provides counseling of  individuals and couples to anticipate and attain their desired number of children and the spacing and timing of their births.,Misc,Text,,,5483.0,,5483;FAMILY PLANNING SERVICES,,,,,,,,,,,,,,,,,,,,,,
3cee2b90-26fe-102b-80cb-0017a47871b2,,FAMILY PLANNING VIA CONDOMS,,,,"Question on encounter form: ""Does the patient or their partner use condoms?""",Question,Boolean,,,5571.0,,5571;FAMILY PLANNING VIA CONDOMS,,,,,,,,,,,,,,,,,,,,,,
3ceb4bbe-26fe-102b-80cb-0017a47871b2,,FAMILY PLANNING VIA ORAL CONTRACEPTIVE PILLS,,,,"Question on encounter form: ""Does the patient or their partner use oral contraceptive pills?""",Question,Boolean,,,5274.0,,5274;FAMILY PLANNING VIA ORAL CONTRACEPTIVE PILLS,,,,,,,,,,,,,,,,,,,,,,
3ceb46fa-26fe-102b-80cb-0017a47871b2,,FAMILY PLANNING v2,,,,"Question on encounter form: ""Is the patient or their partner currently using any form of family planning?""",Question,Coded,YES;NOT APPLICABLE;NO;TRUE_;FALSE_,,5271.0,,5271;FAMILY PLANNING,,,,,,,,,,,,,,,,,,,,,,
3cdc5618-26fe-102b-80cb-0017a47871b2,,"FAMILY PLANNING, ACTION TO TAKE",FAMILY PLANNING,"PLANIFICATION FAMILIALE, CONDUITE A TENIR",,Description of family planning suggested/prescribed to the patient,Question,Text,,,1618.0,,"1618;FAMILY PLANNING, ACTION TO TAKE",,,,,,,,,,,,,,,,,,,,,,
061aa04c-e716-4b2c-bef2-3ffe6c11f10c,,FAMILY SEROLOGY,,Serology familiale,,FAMILY SEROLOGY,ConvSet,Text,,RELATIONSHIP OF RELATIVE TO PATIENT;Date of birth;DATE OF DEATH (moh);RESULT OF HIV TEST;HIV TEST DATE,6978.0,,,,,,,,,,,,,,,,,,,,,,,,
d5acf1b0-0cd8-4ef5-9969-7ed9dc6f47d3,,FARG,FARG,,,FARG Insurance,Misc,Text,,,105733.0,,,,,,,,,,,,,,,,,,,,,,,,
3cd9757e-26fe-102b-80cb-0017a47871b2,,FARMER,,CULTIVATEUR,,Main activity,Misc,Text,,,1306.0,,1306;FARMER,,,,,,,,,,,,,,,,,,,,,,
02efeb26-852d-4c48-aea5-c16658b17c65,,FASTUM ,,FASTUM ,,FASTUM ,Drug,Text,,,9393.0,,,,,,,,,,,,,,,,,,,,,,,,
3ce18444-26fe-102b-80cb-0017a47871b2,,FATHER,,,,A father to another person,Misc,Text,,,2174.0,,2174;FATHER,,,,,,,,,,,,,,,,,,,,,,
3cee5066-26fe-102b-80cb-0017a47871b2,,FATHER AWARE OF CHILD SEROSTATUS,,,,"Question on encounter form: ""Father aware of infant/child's serostatus?""",Question,Boolean,,,5592.0,,5592;FATHER AWARE OF CHILD SEROSTATUS,,,,,,,,,,,,,,,,,,,,,,
3cde7df8-26fe-102b-80cb-0017a47871b2,,FATHER CAUSE OF DEATH,,,,"IF FATHER IS DEATH, WHAT WAS HIS CAUSE OF DEATH?",Question,Text,,,1827.0,,1827;FATHER CAUSE OF DEATH,,,,,,,,,,,,,,,,,,,,,,
3cee4bb6-26fe-102b-80cb-0017a47871b2,,FATHER DECEASED,,,,"Question on encounter form: ""Father Deceased?""",Question,Boolean,,,5589.0,,5589;FATHER DECEASED,,,,,,,,,,,,,,,,,,,,,,
3cf19000-26fe-102b-80cb-0017a47871b2,,FATIGUE,,,,Physical or mental weariness resulting from exertion.,Symptom,Text,,,5949.0,,5949;FATIGUE,,,,,,,,,,A04,,,R53,,,,,,,,,
3cda774e-26fe-102b-80cb-0017a47871b2,,FAX NUMBER,,,,,Misc,Numeric,,,1465.0,,1465;FAX NUMBER,,,,,,,,,,,,,,,,,,,,,,
42158037-49b0-40de-ac0c-fe9aa75039c0,,FEBRILEX,,FEBRILEX,,FEBRILEX,Drug,Text,,,9396.0,,,,,,,,,,,,,,,,,,,,,,,,
3ce68282-26fe-102b-80cb-0017a47871b2,,FEBRUARY,feb,FEVRIER,,Month of the year,Misc,Text,,,2693.0,,2693;FEBRUARY,,,,,,,,,,,,,,,,,,,,,,
3cdc28b4-26fe-102b-80cb-0017a47871b2,,FECES,,,,Waste matter discharged from the intestines through the anus. excrement (from Dictionary.com),Specimen,Text,,,1593.0,,1593;FECES,,,,,,,,,,,,,,,,,,,,,,
7471b1ca-9abb-9ae2-a508-daae11f00318,,FEEDING SYRINGE 60ML,,,,FEEDING SYRINGE 60ML,Misc,Numeric,,,158616.0,,,,,,,,,,,,,,,,,,,,,,,,
9bb95f7c-6921-8371-a991-4024c4b55acd,,FEEDING TUBE  CH16,,,,FEEDING TUBE  CH16,Misc,Numeric,,,158772.0,,,,,,,,,,,,,,,,,,,,,,,,
f6d5bdfb-1f1a-841e-c16a-0d7bc7d43ce2,,FEEDING TUBE CH 8,,,,FEEDING TUBE CH 8,Misc,Numeric,,,158771.0,,,,,,,,,,,,,,,,,,,,,,,,
5bc681f9-6809-1674-8f1d-d85371081af5,,FEEDING TUBE UU 14,,,,FEEDING TUBE UU 14,Misc,Numeric,,,158617.0,,,,,,,,,,,,,,,,,,,,,,,,
06658324-d7b8-eb88-f7b3-74aedf000d38,,FEEDING TUBE UU CH5,,,,FEEDING TUBE UU CH5,Misc,Numeric,,,158618.0,,,,,,,,,,,,,,,,,,,,,,,,
