uuid,Void/Retire,Fully specified name:en,Short name:en,Fully specified name:fr,Short name:fr,Description:en,Data class,Data type,Answers,Members,Mappings|SAME-AS|PIH,Mappings|NARROWER-THAN|PIH,Mappings|SAME-AS|CBS,Mappings|SAME-AS|CIEL,Mappings|NARROWER-THAN|CIEL,Mappings|NARROWER-THAN|Rwanda HMIS Report 2012 01 20,Mappings|NARROWER-THAN|RWCS,Mappings|SAME-AS|RxNORM,Mappings|NARROWER-THAN|RxNORM,Mappings|SAME-AS|SNOMED CT,Mappings|NARROWER-THAN|SNOMED CT,Mappings|NARROWER-THAN|RSMS,Mappings|SAME-AS|ICPC-2,Mappings|SAME-AS|ICD-10,Mappings|NARROWER-THAN|ICD-10,Mappings|BROADER-THAN|ICD-10,Absolute high,Critical high,Normal high,Absolute low,Normal low,Units,Allow decimals,Complex data handler
5060b217-2393-11ed-86fe-3acf1f83574b,,Education about learning to write - SBL.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
5c4ffd11-2393-11ed-86fe-3acf1f83574b,,Education about lifting and carrying - SIA.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
4ff960dd-2393-11ed-86fe-3acf1f83574b,,Education about listening - SAD.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
62a05cae-2393-11ed-86fe-3acf1f83574b,,Education about manufacture of chemicals and chemical products - UGK.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
619267c5-2393-11ed-86fe-3acf1f83574b,,Education about manufacture of coke and refined petroleum products - UGC.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
5f76243e-2393-11ed-86fe-3acf1f83574b,,Education about medications - UAC.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
21a92d1d-2393-11ed-86fe-3acf1f83574b,,Education about memory - AUB.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
4e7a28ca-2393-11ed-86fe-3acf1f83574b,,Education about menstruation - NUB.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
22460c78-2393-11ed-86fe-3acf1f83574b,,Education about mental functions of language - AUI.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
2256d986-2393-11ed-86fe-3acf1f83574b,,Education about mental functions of sequencing complex movements - AUK.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
2119f113-2393-11ed-86fe-3acf1f83574b,,"Education about mental functions, unspecified - AS1.PM.ZZ",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
616d1529-2393-11ed-86fe-3acf1f83574b,,Education about mining of coal and lignite - UGB.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
5c0933a8-2393-11ed-86fe-3acf1f83574b,,"Education about mobility, unspecified - SH1.PM.ZZ",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
63f9bdd8-2393-11ed-86fe-3acf1f83574b,,Education about motor vehicles - UGU.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
5c9a3075-2393-11ed-86fe-3acf1f83574b,,Education about moving around in different locations - SJG.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
5ca2e22f-2393-11ed-86fe-3acf1f83574b,,Education about moving around using equipment - SJJ.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
5cab06f5-2393-11ed-86fe-3acf1f83574b,,"Education about moving around using transportation, not elsewhere classified - SK2.PM.ZZ",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
5c9381ae-2393-11ed-86fe-3acf1f83574b,,"Education about moving around, crawling, climbing, running, jumping, swimming - SJD.PM.ZZ",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
459198b5-2393-11ed-86fe-3acf1f83574b,,"Education about muscle functions, not elsewhere classified - MU2.PM.ZZ",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
4599f8a3-2393-11ed-86fe-3acf1f83574b,,Education about muscle power functions - MUB.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
459dee4f-2393-11ed-86fe-3acf1f83574b,,Education about muscle tone functions - MUC.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
635dea32-2393-11ed-86fe-3acf1f83574b,,Education about non-residential buildings - UGQ.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
62594161-2393-11ed-86fe-3acf1f83574b,,Education about nuclear fuel - UGH.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
5c23f1ab-2393-11ed-86fe-3acf1f83574b,,Education about of changing body position - SHA.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
214c8791-2393-11ed-86fe-3acf1f83574b,,Education about orientation function - ATD.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
60e479a2-2393-11ed-86fe-3acf1f83574b,,"Education about other utilities services, systems and policies, not elsewhere classified - UEF.PM.ZZ",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
604204c7-2393-11ed-86fe-3acf1f83574b,,Education about outdoor air quality - UBM.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
221fd7c1-2393-11ed-86fe-3acf1f83574b,,Education about perceptual function - AUE.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
5d880392-2393-11ed-86fe-3acf1f83574b,,Education about preparing meals - SOA.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
5bae9ac6-2393-11ed-86fe-3acf1f83574b,,"Education about producing communication, not elsewhere classified - SF2.PM.ZZ",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
5bda189a-2393-11ed-86fe-3acf1f83574b,,Education about producing messages in sign languages - SFJ.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
5bcc45c7-2393-11ed-86fe-3acf1f83574b,,Education about producing nonverbal messages - SFD.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
5f5972fa-2393-11ed-86fe-3acf1f83574b,,Education about products and substances for personal consumption - UAA.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
5f9f82d4-2393-11ed-86fe-3acf1f83574b,,Education about products and technology for communication - UAF.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
5fca5652-2393-11ed-86fe-3acf1f83574b,,"Education about products and technology for culture, recreation and sport - UAI.PM.ZZ",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
5fadcb22-2393-11ed-86fe-3acf1f83574b,,Education about products and technology for education - UAG.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
5fbccedf-2393-11ed-86fe-3acf1f83574b,,Education about products and technology for employment - UAH.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
5f92863e-2393-11ed-86fe-3acf1f83574b,,Education about products and technology for personal indoor and outdoor mobility and transportation - UAE.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
5f84e26d-2393-11ed-86fe-3acf1f83574b,,Education about products and technology for personal use in daily living - UAD.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
5fd753c5-2393-11ed-86fe-3acf1f83574b,,Education about products and technology for the practice of religion and spirituality - UAJ.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
5f344470-2393-11ed-86fe-3acf1f83574b,,"Education about products and technology, unspecified - UA1.PM.ZZ",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
21b1d659-2393-11ed-86fe-3acf1f83574b,,Education about psychomotor functions - AUC.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
4fde6280-2393-11ed-86fe-3acf1f83574b,,"Education about purposeful sensory experiences, not elsewhere classified - SA2.PM.ZZ",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
527df006-2393-11ed-86fe-3acf1f83574b,,Education about reading - SCF.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
5b7dec8e-2393-11ed-86fe-3acf1f83574b,,"Education about receiving communication, not elsewhere classified - SE2.PM.ZZ",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
5b967b4b-2393-11ed-86fe-3acf1f83574b,,Education about receiving nonverbal messages - SED.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
5b9f6067-2393-11ed-86fe-3acf1f83574b,,Education about receiving sign language messages - SEG.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
5b8fc6ae-2393-11ed-86fe-3acf1f83574b,,Education about receiving spoken messages - SEA.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
5ba61542-2393-11ed-86fe-3acf1f83574b,,Education about receiving written messages - SEJ.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
61d0105c-2393-11ed-86fe-3acf1f83574b,,Education about refined petroleum products - UGE.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
503c33e9-2393-11ed-86fe-3acf1f83574b,,Education about rehearsing - SBF.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
5e0fb966-2393-11ed-86fe-3acf1f83574b,,Education about relating with strangers - SSA.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
627eaade-2393-11ed-86fe-3acf1f83574b,,Education about renewable energy sources - UGJ.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
63396f1f-2393-11ed-86fe-3acf1f83574b,,Education about residential buildings - UGP.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
2fb1da28-2393-11ed-86fe-3acf1f83574b,,Education about respiration function - JTB.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
62dfe7f4-2393-11ed-86fe-3acf1f83574b,,Education about rubber and plastics products - UGM.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
23d12a2d-2393-11ed-86fe-3acf1f83574b,,Education about seeing functions - BTB.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
5cd33827-2393-11ed-86fe-3acf1f83574b,,"Education about self care, unspecified - SM1.PM.ZZ",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
2473930c-2393-11ed-86fe-3acf1f83574b,,Education about sensations associated with hearing and vestibular functions - CTK.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
60c2eb59-2393-11ed-86fe-3acf1f83574b,,"Education about services, systems and policies, unspecified - UE1.PM.ZZ",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
4e7329f0-2393-11ed-86fe-3acf1f83574b,,Education about sexual functions - NUA.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
3707bbee-2393-11ed-86fe-3acf1f83574b,,"Education about skin and subcutaneous cell tissue, not elsewhere classified - LZZ.PM.ZZ",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
36c4493b-2393-11ed-86fe-3acf1f83574b,,"Education about skin functions, not elsewhere classified - LT2.PM.ZZ",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
21892ec1-2393-11ed-86fe-3acf1f83574b,,Education about sleep functions - ATK.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
60fab1a3-2393-11ed-86fe-3acf1f83574b,,"Education about social security services, systems and policies - UEN.PM.ZZ",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
52a15f47-2393-11ed-86fe-3acf1f83574b,,Education about solving problems - SCJ.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
5bba5286-2393-11ed-86fe-3acf1f83574b,,Education about speaking - SFA.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
21948cdc-2393-11ed-86fe-3acf1f83574b,,"Education about specific mental functions, not elsewhere classified - AU2.PM.ZZ",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
2fe2f869-2393-11ed-86fe-3acf1f83574b,,Education about speech functions - JUC.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
6091ae52-2393-11ed-86fe-3acf1f83574b,,"Education about support and relationships, unspecified - UC1.PM.ZZ",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
60a06a94-2393-11ed-86fe-3acf1f83574b,,"Education about support from acquaintances, peers, colleagues, neighbours and community members - UCE.PM.ZZ",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
609d502f-2393-11ed-86fe-3acf1f83574b,,Education about support from friends - UCD.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
6097713d-2393-11ed-86fe-3acf1f83574b,,Education about support from immediate family - UCB.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
349ee21f-2393-11ed-86fe-3acf1f83574b,,Education about swallowing - KTC.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
26ec5ac7-2393-11ed-86fe-3acf1f83574b,,Education about thermoregulatory function - ETG.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
222e5b64-2393-11ed-86fe-3acf1f83574b,,Education about thought function - AUF.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
5cfc1bca-2393-11ed-86fe-3acf1f83574b,,Education about toileting - SMD.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
2285b33b-2393-11ed-86fe-3acf1f83574b,,Education about touch functions - AVD.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
5c3c9b97-2393-11ed-86fe-3acf1f83574b,,Education about transferring oneself - SHG.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
52cd3a38-2393-11ed-86fe-3acf1f83574b,,Education about undertaking tasks - SDA.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
4e5ee947-2393-11ed-86fe-3acf1f83574b,,"Education about urinary functions, not elsewhere classified - NT2.PM.ZZ",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
4e6b85e5-2393-11ed-86fe-3acf1f83574b,,Education about urination functions - NTD.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
5c01e325-2393-11ed-86fe-3acf1f83574b,,Education about using communication devices and techniques - SGG.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
5cb277a1-2393-11ed-86fe-3acf1f83574b,,Education about using transportation - SKA.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
2fc7c6e7-2393-11ed-86fe-3acf1f83574b,,"Education about voice and speech functions, unspecified - JU1.PM.ZZ",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
2fd316c9-2393-11ed-86fe-3acf1f83574b,,Education about voice functions - JUB.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
5c7ee34b-2393-11ed-86fe-3acf1f83574b,,Education about walking - SJA.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
5c751c2e-2393-11ed-86fe-3acf1f83574b,,"Education about walking and moving, not elsewhere classified - SJ2.PM.ZZ",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
5ce00d8b-2393-11ed-86fe-3acf1f83574b,,Education about washing oneself - SMB.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
63b59b76-2393-11ed-86fe-3acf1f83574b,,Education about wastes or scraps - UGS.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
4fee9e89-2393-11ed-86fe-3acf1f83574b,,Education about watching - SAA.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
6057f123-2393-11ed-86fe-3acf1f83574b,,Education about water quality - UBN.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
26e97bad-2393-11ed-86fe-3acf1f83574b,,"Education about water, mineral and electrolyte balance function - ETE.PM.ZZ",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
34e4c637-2393-11ed-86fe-3acf1f83574b,,Education about weight maintenance - KTN.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
52884ab5-2393-11ed-86fe-3acf1f83574b,,Education about writing - SCG.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
5be351b0-2393-11ed-86fe-3acf1f83574b,,Education about writing messages - SFK.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
6756adcc-2393-11ed-86fe-3acf1f83574b,,Education aimed at improving health literacy - VFS.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1eda7d28-2393-11ed-86fe-3acf1f83574b,,"Education and training services, systems and policies - UEQ",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
22c4ec39-2393-11ed-86fe-3acf1f83574b,,Education concerning pain - AXA.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
21626ade-2393-11ed-86fe-3acf1f83574b,,Education for global psychosocial functions - ATF.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
21704b95-2393-11ed-86fe-3acf1f83574b,,Education for temperament and personality - ATH.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
5d2c9f68-2393-11ed-86fe-3acf1f83574b,,Education in looking after one's health - SMH.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
5e9c112e-2393-11ed-86fe-3acf1f83574b,,"Education in relation to engaging in work and employment, not elsewhere classified - SU2.PM.ZZ",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
45b4a922-2393-11ed-86fe-3acf1f83574b,,Education of involuntary movement reaction functions - MVC.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
29b4de73-2393-11ed-86fe-3acf1f83574b,,Education related to exercise tolerance - HTM.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
643d6593-2393-11ed-86fe-3acf1f83574b,,Education to influence alcohol use behaviours - VAA.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
673d2eea-2393-11ed-86fe-3acf1f83574b,,Education to influence behaviours related to psychological health and wellbeing - VEL.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
66e8f8fb-2393-11ed-86fe-3acf1f83574b,,Education to influence breastfeeding behaviours - VEH.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
65445997-2393-11ed-86fe-3acf1f83574b,,Education to influence community violence behaviours - VBC.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
64dd7cc2-2393-11ed-86fe-3acf1f83574b,,Education to influence digital technology use behaviours - VAF.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
66175cc3-2393-11ed-86fe-3acf1f83574b,,Education to influence eating behaviours - VEA.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
652828d6-2393-11ed-86fe-3acf1f83574b,,Education to influence family and partner violence behaviours - VBB.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
64c58ef4-2393-11ed-86fe-3acf1f83574b,,Education to influence gambling behaviours - VAE.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
65b1102f-2393-11ed-86fe-3acf1f83574b,,"Education to influence health service-related behaviours, unspecified - VD1.PM.ZZ",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
658e3dc7-2393-11ed-86fe-3acf1f83574b,,Education to influence home safety behaviours - VCC.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
668be536-2393-11ed-86fe-3acf1f83574b,,Education to influence hygiene practices - VED.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
6486bf1f-2393-11ed-86fe-3acf1f83574b,,Education to influence illicit drug use behaviours - VAC.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
65c9f20a-2393-11ed-86fe-3acf1f83574b,,Education to influence immunisation behaviours - VDA.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
65f69389-2393-11ed-86fe-3acf1f83574b,,"Education to influence lifestyle behaviours, unspecified - VE1.PM.ZZ",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
66a25077-2393-11ed-86fe-3acf1f83574b,,Education to influence oral hygiene behaviours - VEE.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
676e6a16-2393-11ed-86fe-3acf1f83574b,,"Education to influence other health-related behaviours, not elsewhere classified - VFX.PM.ZZ",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
6707c5ae-2393-11ed-86fe-3acf1f83574b,,Education to influence parenting behaviours - VEJ.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
64a57a40-2393-11ed-86fe-3acf1f83574b,,Education to influence pharmaceutical use behaviours - VAD.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
665ab269-2393-11ed-86fe-3acf1f83574b,,Education to influence physical activity behaviours - VEB.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
656ca823-2393-11ed-86fe-3acf1f83574b,,Education to influence road safety behaviours - VCA.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
65597719-2393-11ed-86fe-3acf1f83574b,,"Education to influence safety-related behaviours, unspecified - VC1.PM.ZZ",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
65d8a204-2393-11ed-86fe-3acf1f83574b,,Education to influence screening behaviours - VDB.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
651481f4-2393-11ed-86fe-3acf1f83574b,,Education to influence self-harm behaviours - VBA.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
66b597dc-2393-11ed-86fe-3acf1f83574b,,Education to influence sexual behaviours - VEF.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
66790c05-2393-11ed-86fe-3acf1f83574b,,Education to influence sleep and rest behaviours - VEC.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
671f6dea-2393-11ed-86fe-3acf1f83574b,,Education to influence social behaviours - VEK.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
6420fe63-2393-11ed-86fe-3acf1f83574b,,"Education to influence substance-related and addictive behaviours, unspecified - VA1.PM.ZZ",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
6463627c-2393-11ed-86fe-3acf1f83574b,,Education to influence tobacco use behaviours - VAB.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
66d0239a-2393-11ed-86fe-3acf1f83574b,,Education to influence ultraviolet radiation exposure behaviours - VEG.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
64f72817-2393-11ed-86fe-3acf1f83574b,,"Education to influence violence-related behaviours, unspecified - VB1.PM.ZZ",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
65a207d2-2393-11ed-86fe-3acf1f83574b,,Education to influence water safety behaviours - VCD.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
657cebb6-2393-11ed-86fe-3acf1f83574b,,Education to influence workplace safety behaviours - VCB.PM.ZZ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
3d5b93b0-2393-11ed-86fe-3acf1f83574b,,Elbow arthrography - MEJ.BA.BB,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1cd69847-2393-11ed-86fe-3acf1f83574b,,Elbow cartilage - MEC,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1cd788ed-2393-11ed-86fe-3acf1f83574b,,Elbow joint - MEJ,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
20162690-2393-11ed-86fe-3acf1f83574b,,Electric field - BP,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
45cab641-2393-11ed-86fe-3acf1f83574b,,Electrical stimulation for gait pattern function - MVG.SC.BP,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
22cb1a9e-2393-11ed-86fe-3acf1f83574b,,Electrical stimulation for pain - AXA.SC.BP,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
459281b1-2393-11ed-86fe-3acf1f83574b,,"Electrical stimulation of muscle functions, not elsewhere classified - MU2.SC.BP",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1eea3a7a-2393-11ed-86fe-3acf1f83574b,,Electricity generation and supply - UGF,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
2953072a-2393-11ed-86fe-3acf1f83574b,,"Electrocardiogram, not elsewhere classified - HTB.AC.AH",,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
24535d15-2393-11ed-86fe-3acf1f83574b,,Electrocochleography - CCB.AB.AC,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
2032f95c-2393-11ed-86fe-3acf1f83574b,,Electroencephalography monitoring - AAA.AI.AH,,,,,ICHI,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
