uuid,Void/Retire,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Answers,Members,Mappings|SAME-AS|PIH,Mappings|NARROWER-THAN|PIH,Mappings|SAME-AS|CBS,Mappings|SAME-AS|CIEL,Mappings|NARROWER-THAN|CIEL,Mappings|NARROWER-THAN|Rwanda HMIS Report 2012 01 20,Mappings|NARROWER-THAN|RWCS,Mappings|SAME-AS|RxNORM,Mappings|NARROWER-THAN|RxNORM,Mappings|SAME-AS|SNOMED CT,Mappings|NARROWER-THAN|SNOMED CT,Mappings|NARROWER-THAN|RSMS,Mappings|SAME-AS|ICPC-2,Mappings|SAME-AS|ICD-10,Mappings|NARROWER-THAN|ICD-10,Mappings|BROADER-THAN|ICD-10,Absolute high,Critical high,Normal high,Absolute low,Normal low,Units,Allow decimals,Complex data handler
3cd24e3e-26fe-102b-80cb-0017a47871b2,,LAMIVUDINE,3TC,An antiviral drug (C8H11N3O3S) that is a synthetic nucleoside analog acting against HIV by inhibiting reverse transcriptase.,Drug,Text,,,,628;LAMIVUDINE,,,,,628.0,,,,,,,,,,,,,,,,,
3cd25168-26fe-102b-80cb-0017a47871b2,,ZIDOVUDINE AND LAMIVUDINE,AZT + 3TC,Antiretroviral combination drug (Zidovudine & Lamivudine),Drug,Text,,,,630;ZIDOVUDINE AND LAMIVUDINE,,,,,630.0,,,,,,,,,,,,,,,,,
3cd252f8-26fe-102b-80cb-0017a47871b2,,NEVIRAPINE,NVP,A non-nucleoside analogue that is used as an antiviral drug in the treatment of HIV infection.,Drug,Text,YES;NO,,,631;NEVIRAPINE,,,,,631.0,,,,,,,,,,,,,,,,,
3cd25622-26fe-102b-80cb-0017a47871b2,,EFAVIRENZ,EFV,A non-nucleoside drug used to treat HIV infection.,Drug,Text,,,,633;EFAVIRENZ,,,,,633.0,,,,,,,,,,,,,,,,,
3cd25956-26fe-102b-80cb-0017a47871b2,,NELFINAVIR,,A protease-inhibiting drug usually used in combination with other drugs to suppress the replication of HIV.,Drug,Text,,,,635;NELFINAVIR,,,,,635.0,,,,,,,,,,,,,,,,,
3cd27a8a-26fe-102b-80cb-0017a47871b2,,ISONIAZID,INH,A crystalline antibacterial compound (C6H7N3O) used in the treatment of tuberculosis.,Drug,Text,,,,656;ISONIAZID,,,,,,,,,,,,,,,,,,,,,,
3cd3d34e-26fe-102b-80cb-0017a47871b2,,QUINAPRIL,,An ACE inhibitor administered orally in the form of its hydrochloride C25H30N2O5-HCl to treat hypertension.,Drug,Text,,,,731;QUINAPRIL,,,,,,,,,,,,,,,,,,,,,,
3cd3d4de-26fe-102b-80cb-0017a47871b2,,ACYCLOVIR,,A cyclic nucleoside C8H11N5O3 used especially to treat the symptoms of the genital form of herpes simplex.,Drug,Text,,,,732;ACYCLOVIR,,,,,,,,,,,,,,,,,,,,,,
3cd3d664-26fe-102b-80cb-0017a47871b2,,ALPRAZOLAM,,A benzodiazepine tranquilizer C17H13ClN4 used especially in the treatment of mild to moderate anxiety.,Drug,Text,,,,733;ALPRAZOLAM,,,,,,,,,,,,,,,,,,,,,,
3cd3d97a-26fe-102b-80cb-0017a47871b2,,AZITHROMYCIN,,A semisynthetic macrolide antibiotic C38H72N2O12 that is derived from erythromycin and is used especially as an antibacterial agent.,Drug,Text,,,,735;AZITHROMYCIN,,,,,,,,,,,,,,,,,,,,,,
3cd3dc9a-26fe-102b-80cb-0017a47871b2,,CEFUROXIME,,A semisynthetic cephalosporin antibiotic C16H16N4O8S that is administered parenterally usually in the form of its sodium salt or an ester derivative.,Drug,Text,,,,737;CEFUROXIME,,,,,,,,,,,,,,,,,,,,,,
3cd3e154-26fe-102b-80cb-0017a47871b2,,CIPROFLOXACIN,CPX,A fluoroquinolone C17H18FN3O3 that is often administered in the form of its hydrochloride and is effective especially against gram-negative bacteria.,Drug,Text,,,,740;CIPROFLOXACIN,,,,,,,,,,,,,,,,,,,,,,
3cd3e5fa-26fe-102b-80cb-0017a47871b2,,DIHYDROCODEINE,,Narcotic analgesic an antitussive agent.,Drug,Text,,,,743;DIHYDROCODEINE,,,,,,,,,,,,,,,,,,,,,,
3cd3e910-26fe-102b-80cb-0017a47871b2,,ETHAMBUTOL,E,Anti-mycobaterial drug used to treat active tuberculosis.  Always used with other antimycobacterial agents.,Drug,Text,,,,745;ETHAMBUTOL,,,,,,,,,,,,,,,,,,,,,,
3cd3ec30-26fe-102b-80cb-0017a47871b2,,FLUCONAZOLE,FCZ,"Fluconazole is an antifungal medication of the azole (triazole) class, and is used to treat systemic yeast and fungal infections.  Commonly called Diflucan.",Drug,Text,,,,747;FLUCONAZOLE,,,,,,,,,,,,,,,,,,,,,,
3cd3edb6-26fe-102b-80cb-0017a47871b2,,IMIPRAMINE,,A tricyclic antidepressant drug C19H24N2 administered especially in the form of its hydrochloride.,Drug,Text,,,,748;IMIPRAMINE,,,,,,,,,,,,,,,,,,,,,,
3cd3ef46-26fe-102b-80cb-0017a47871b2,,INDINAVIR,IDV,An antiviral protease inhibitor C36H47N5O4 that by inhibiting the protease of HIV causes it to produce only immature noninfectious particles and that is used in the form of its sulfate in combination therapy with antiretroviral drugs (as AZT and lamivudine) to treat HIV infection.,Drug,Text,,,,749;INDINAVIR,,,,,,,,,,,,,,,,,,,,,,
3cd3f25c-26fe-102b-80cb-0017a47871b2,,METOCLOPRAMIDE,,An antiemetic drug C14H22ClN3O2 administered in the form of its hydrochloride.,Drug,Text,,,,751;METOCLOPRAMIDE,,,,,,,,,,,,,,,,,,,,,,
3cd3f3ec-26fe-102b-80cb-0017a47871b2,,LANSOPRAZOLE,,"Belongs to a group of drugs called proton pump inhibitors (PPI), inhibits gastric acid secretion.",Drug,Text,,,,752;LANSOPRAZOLE,,,,,,,,,,,,,,,,,,,,,,
3cd3f8c4-26fe-102b-80cb-0017a47871b2,,LEVOFLOXACIN,LFX,Antibiotic that stops multiplication of bacteria by preventing the reproduction and repair of their genetic material. It is in a class of antibiotics called fluoroquinolones.,Drug,Text,,,,755;LEVOFLOXACIN,,,,,,,,,,,,,,,,,,,,,,
3cd3fef0-26fe-102b-80cb-0017a47871b2,,BIFONAZOLE,,Imidazole class antifungal medication.,Drug,Text,,,,759;BIFONAZOLE,,,,,,,,,,,,,,,,,,,,,,
3cd40530-26fe-102b-80cb-0017a47871b2,,PANTOPRAZOLE,,Proton pump inhibitor used to treat gastroesophageal reflux disease (GERD).,Drug,Text,,,,763;PANTOPRAZOLE,,,,,,,,,,,,,,,,,,,,,,
3cd40850-26fe-102b-80cb-0017a47871b2,,PREDNISOLONE,,A glucocorticoid C21H28O5 that is a dehydrogenated analog of hydrocortisone and is used often in the form of an ester or methyl derivative especially as an anti-inflammatory drug in the treatment of arthritis.,Drug,Text,,,,765;PREDNISOLONE,,,,,,8638.0,,317418003;325425005;52388000,,,,,,,,,,,,,,
3cd409d6-26fe-102b-80cb-0017a47871b2,,PYRIDOXINE,B6,A crystalline phenolic alcohol C8H11NO3 of the vitamin B6 group found especially in cereals and convertible in the body into pyridoxal and pyridoxamine.,Drug,Text,,,,766;PYRIDOXINE,,,,,,,,,,,,,,,,,,,,,,
3cd40b5c-26fe-102b-80cb-0017a47871b2,,RIFAMPICIN,R,"Semisynthetic antibiotic often used in tuberculosis, leprosy and meningococcal treatment/prophylaxis.  Also commonly known as Rifampin.",Drug,Text,,,,767;RIFAMPICIN,,,,,,,,,,,,,,,,,,,,,,
3cd40cec-26fe-102b-80cb-0017a47871b2,,RIFAMPICIN ISONIAZID AND PYRAZINAMIDE,RHZ,Combination drug also known as Rifater.  Used in the early treatment of tuberculosis.,Drug,Text,,,,768;RIFAMPICIN ISONIAZID AND PYRAZINAMIDE,,,,,,,,,,,,,,,,,,,,,,
3cd41552-26fe-102b-80cb-0017a47871b2,,FERROUS SULFATE AND FOLIC ACID,,Combination ferrous sulfate and folic acid supplement.,Drug,Text,,,,773;FERROUS SULFATE AND FOLIC ACID,,,,,,,,,,,,,,,,,,,,,,
3cd422f4-26fe-102b-80cb-0017a47871b2,,LIDOCAINE AND HYDROCORTISONE,,Topical rectal antiinflammatory and anesthetic.,Drug,Text,,,,777;LIDOCAINE AND HYDROCORTISONE,,,,,,,,,,,,,,,,,,,,,,
3cd42600-26fe-102b-80cb-0017a47871b2,,CETIRIZINE,,An H1 antagonist C21H25ClN2O3 administered orally in the form of its hydrochloride to treat allergic rhinitis and chronic urticaria.,Drug,Text,,,,779;CETIRIZINE,,,,,,,,,,,,,,,,,,,,,,
3cd42916-26fe-102b-80cb-0017a47871b2,,DIPTHERIA TETANUS AND PERTUSSIS VACCINATION,DTAP,"Vaccination given for diphtheria, tetanus, and acellular pertussis infections",Drug,Text,,,,781;DIPTHERIA TETANUS AND PERTUSSIS VACCINATION,,,,,,,,,,,,,,,,,,,,,,
3cd42a9c-26fe-102b-80cb-0017a47871b2,,HEPATITIS B VACCINATION,,Vaccination given for hepatitis B.,Drug,Text,,,,782;HEPATITIS B VACCINATION,,,,,,,,,,,,,,,,,,,,,,
3cd42c36-26fe-102b-80cb-0017a47871b2,,ORAL POLIO VACCINATION,,Vaccination given for polio.,Drug,Text,,,,783;ORAL POLIO VACCINATION,,,,,,,,,,,,,,,,,,,,,,
3cd42dc6-26fe-102b-80cb-0017a47871b2,,PENICILLIN,,A mixture of relatively nontoxic antibiotic acids produced especially by molds of the genus Penicillium (as P. notatum or P. chrysogenum) and having a powerful bacteriostatic effect against various bacteria.,Drug,Text,,,,784;PENICILLIN,,,,,,,,,,,,,,,,,,,,,,
3cd430d2-26fe-102b-80cb-0017a47871b2,,BETAMETHASONE,,A potent glucocorticoid C22H29FO5 that is isomeric with dexamethasone and has potent anti-inflammatory activity.,Drug,Text,,,,786;BETAMETHASONE,,,,,,,,,,,,,,,,,,,,,,
3cd438de-26fe-102b-80cb-0017a47871b2,,EMTRICITABINE,,Medication in a category of HIV antiretrovirals called reverse transcriptase inhibitors. Emtricitabine inhibits the reproduction of HIV in the body.,Drug,Text,,,,791;EMTRICITABINE,,,,,,,,,,,,,,,,,,,,,,
3cd43a64-26fe-102b-80cb-0017a47871b2,,STAVUDINE LAMIVUDINE AND NEVIRAPINE,D4T+3TC+NVP,Combination antiretroviral drug.,Drug,Text,,,,792;STAVUDINE LAMIVUDINE AND NEVIRAPINE,,,,,792.0,,,,,,,,,,,,,,,,,
3cd43d98-26fe-102b-80cb-0017a47871b2,,LOPINAVIR AND RITONAVIR,LPV/r,Combination of two medications in a category of HIV antriretrovirals called protease inhibitors. Lopinavir and ritonavir prevent HIV from multiplying.,Drug,Text,,,,794;LOPINAVIR AND RITONAVIR,,,,,794.0,,,,,,,,,,,,,,,,,
3cd43ffa-26fe-102b-80cb-0017a47871b2,,RITONAVIR,,An antiviral protease inhibitor C37H48N6O5S2 administered orally to treat HIV infection and AIDS.,Drug,Text,,,,795;RITONAVIR,,,,,,,,,,,,,,,,,,,,,,
3cd44248-26fe-102b-80cb-0017a47871b2,,DIDANOSINE,DDI,A nucleoside analogue antiviral drug that inhibits replication of retroviruses such as HIV by interfering with the enzyme reverse transcriptase.,Drug,Text,,,,796;DIDANOSINE,,,,,796.0,,,,,,,,,,,,,,,,,
3cd444be-26fe-102b-80cb-0017a47871b2,,ZIDOVUDINE,AZT,A nucleoside analogue antiviral drug that inhibits the replication of retroviruses such as HIV by interfering with the enzyme reverse transcriptase.,Drug,Text,,,,797;ZIDOVUDINE,,,,,797.0,,,,,,,,,,,,,,,,,
3cd4470c-26fe-102b-80cb-0017a47871b2,,SALBUTAMOL,,Beta2-adrenergic agonist used for asthma or reactive airways.,Drug,Text,,,,798;SALBUTAMOL,,,,,,,,,,,,,,,,,,,,,,
3cd44a40-26fe-102b-80cb-0017a47871b2,,HALOFANTRINE,,An antimalarial drug C26H30Cl2F3NO used in the form of its hydrochloride especially against chloroquine-resistant falciparum malaria.,Drug,Text,,,,799;HALOFANTRINE,,,,,,,,,,,,,,,,,,,,,,
3cd45166-26fe-102b-80cb-0017a47871b2,,TENOFOVIR,TDF,"Belongs to a class of drugs called Nucleotide Reverse Transcriptase Inhibitors (NtRTI).  The body converts these meds into a chemical that prevents HIV from reproducing in uninfected cells, but it does not help cells that have already been infected with the virus.",Drug,Text,,,,802;TENOFOVIR,,,,,802.0,,,,,,,,,,,,,,,,,
3cd46070-26fe-102b-80cb-0017a47871b2,,AMPRENAVIR,,Medication in a category of HIV antiretrovirals called protease inhibitors. Amprenavir prevents HIV from maturing. This reduces the amount of infectious or active virus in your body.,Drug,Text,,,,810;AMPRENAVIR,,,,,,,,,,,,,,,,,,,,,,
3cd466b0-26fe-102b-80cb-0017a47871b2,,ABACAVIR,ABC,A nucleoside reverse transcriptase inhibitor (NRTI) that prevents HIV from altering the genetic material of healthy T-cells.,Drug,Text,,,,814;ABACAVIR,,,,,814.0,,,,,,,,,,,,,,,,,
3cd46b88-26fe-102b-80cb-0017a47871b2,,ABACAVIR LAMIVUDINE AND ZIDOVUDINE,,Combination antiretroviral.,Drug,Text,,,,817;ABACAVIR LAMIVUDINE AND ZIDOVUDINE,,,,,,,,,,,,,,,,,,,,,,
3cd4e004-26fe-102b-80cb-0017a47871b2,,BACILLE CAMILE-GUERIN VACCINATION,BCG (Short Name),Deactivated tuberculous agent as basis for tuberculosis vaccination.,Drug,Text,,,,886;BACILLE CAMILE-GUERIN VACCINATION,,,,,,,,,,,,,,,,,,,,,,
3cd5094e-26fe-102b-80cb-0017a47871b2,,MEDROXYPROGESTERONE ACETATE,,"A synthetic steroid progestational hormone C24H34O4 that is used especially in the treatment of amenorrhea and abnormal uterine bleeding, in conjunction with conjugated estrogens to relieve the symptoms of menopause and to prevent osteoporosis, and as an injectable contraceptive.",Drug,Text,,,,907;MEDROXYPROGESTERONE ACETATE,,,,,,,,,,,,,,,,,,,,,,
3cd5111e-26fe-102b-80cb-0017a47871b2,,IBUPROFEN,,A nonsteroidal anti-inflammatory drug C13H18O2 used in over-the-counter preparations to relieve pain and fever and in prescription strength especially to relieve the symptoms of rheumatoid arthritis and degenerative arthritis.,Drug,Text,,,,912;IBUPROFEN,,,,,,,,,,,,,,,,,,,,,,
3cd512ae-26fe-102b-80cb-0017a47871b2,,CHLORPHENAMINE,,An antihistamine C16H19ClN2 that is usually administered in the form of its maleate.,Drug,Text,,,,913;CHLORPHENAMINE,,,,,,,,,,,,,,,,,,,,,,
3cd5143e-26fe-102b-80cb-0017a47871b2,,CHLORPROMAZINE,,"A drug, C17H19ClN2S, derived from phenothiazine and used to suppress vomiting and as a sedative and a tranquilizer, especially in the treatment of schizophrenia and other psychotic states.",Drug,Text,,,,914;CHLORPROMAZINE,,,,,,,,,,,,,,,,,,,,,,
3cd515d8-26fe-102b-80cb-0017a47871b2,,TRIHEXYPHENIDYL,,Drug is used to treat Parkinson's disease.,Drug,Text,,,,915;TRIHEXYPHENIDYL,,,,,,,,,,,,,,,,,,,,,,
3cd51772-26fe-102b-80cb-0017a47871b2,,TRIMETHOPRIM AND SULFAMETHOXAZOLE,TMP/SMX,Combination antibiotic therapy.  First-line treatment for pneumocystis carinii pneumonia.,Drug,Text,,,,916;TRIMETHOPRIM AND SULFAMETHOXAZOLE,,,,,,,,,,,,,,,,,,,,,,
3cd5190c-26fe-102b-80cb-0017a47871b2,,SCOPOLAMINE,,Anticholinergic agent.,Drug,Text,,,,917;SCOPOLAMINE,,,,,,,,,,,,,,,,,,,,,,
3cd51a9c-26fe-102b-80cb-0017a47871b2,,MICONAZOLE,,An antifungal agent administered especially in the form of its nitrate C18H14Cl4N2O-HNO3.,Drug,Text,,,,918;MICONAZOLE,,,,,,,,,,,,,,,,,,,,,,
3cd51c36-26fe-102b-80cb-0017a47871b2,,NYSTATIN,,An antibiotic that is derived from a soil actinomycete of the genus Streptomyces (S. noursei) and is used especially in the treatment of candidiasis.,Drug,Text,,,,919;NYSTATIN,,,,,,,,,,,,,,,,,,,,,,
3cd51dd0-26fe-102b-80cb-0017a47871b2,,CARBAMAZEPINE,,"Carbamazepine (CBZ) is an anticonvulsant and mood stabilizing drug used primarily in the treatment of epilepsy and bipolar disorder, as well as trigeminal neuralgia.",Drug,Text,,,,920;CARBAMAZEPINE,,,,,,,,,,,,,,,,,,,,,,
3cd51f60-26fe-102b-80cb-0017a47871b2,,DIPHENHYDRAMINE,,An antihistamine C17H21NO used especially in the form of its hydrochloride to treat allergy symptoms and motion sickness.,Drug,Text,,,,921;DIPHENHYDRAMINE,,,,,,,,,,,,,,,,,,,,,,
3cd520f0-26fe-102b-80cb-0017a47871b2,,CLOXACILLIN,,A semisynthetic oral penicillin C19H17ClN3NaO5S effective especially against staphylococci which secrete beta-lactamase.,Drug,Text,,,,922;CLOXACILLIN,,,,,,,,,,,,,,,,,,,,,,
3cd52280-26fe-102b-80cb-0017a47871b2,,RANITIDINE,,An antihistamine C13H22N4O3S that is administered in the form of its hydrochloride to inhibit gastric acid secretion.,Drug,Text,,,,923;RANITIDINE,,,,,,,,,,,,,,,,,,,,,,
3cd52762-26fe-102b-80cb-0017a47871b2,,KETOCONAZOLE,,A synthetic broad-spectrum antifungal agent C26H28Cl2N4O4 used to treat chronic internal and cutaneous disorders.,Drug,Text,,,,926;KETOCONAZOLE,,,,,,,,,,,,,,,,,,,,,,
3cd528f2-26fe-102b-80cb-0017a47871b2,,FLUPHENAZINE,,A phenothiazine tranquilizer C22H26F3N3OS used especially combined as a salt or ester.,Drug,Text,,,,927;FLUPHENAZINE,,,,,,,,,,,,,,,,,,,,,,
3cd52a78-26fe-102b-80cb-0017a47871b2,,AMINOPHYLLINE,,A theophylline derivative C16H24N10O4 used especially to stimulate the heart in congestive heart failure and to dilate the air passages in respiratory disorders.,Drug,Text,,,,928;AMINOPHYLLINE,,,,,,,,,,,,,,,,,,,,,,
3cd52bfe-26fe-102b-80cb-0017a47871b2,,HYDRALAZINE,,An antihypertensive drug C8H8N4 used in the form of its hydrochloride and acting to produce peripheral arteriolar dilation by relaxing vascular smooth muscle.,Drug,Text,,,,929;HYDRALAZINE,,,,,,,,,,,,,,,,,,,,,,
3cd52db6-26fe-102b-80cb-0017a47871b2,,PSEUDOEPHEDRINE AND TRIPOLIDINE,,Nasal decongestant.,Drug,Text,,,,930;PSEUDOEPHEDRINE AND TRIPOLIDINE,,,,,,,,,,,,,,,,,,,,,,
3cd52f32-26fe-102b-80cb-0017a47871b2,,AMITRIPTYLINE,,A tricyclic antidepressant drug C20H23N that is administered in the form of its hydrochloride salt and has been used to treat migraine headaches and neuropathic pain as well as depression.,Drug,Text,,,,931;AMITRYPTILINE,,,,,,,,,,,,,,,,,,,,,,
3cd536b2-26fe-102b-80cb-0017a47871b2,,LEVAMISOLE,,An anthelmintic drug C11H12N2S administered in the form of its hydrochloride that also possesses immunostimulant properties and is used especially in the treatment of colon cancer.,Drug,Text,,,,936;LEVAMISOLE,,,,,,,,,,,,,,,,,,,,,,
3cd543d2-26fe-102b-80cb-0017a47871b2,,SILVER SULFADIAZINE,,A sulfa derivative topical antibacterial used primarily as a topical burn cream on second- and third-degree burns.,Drug,Text,,,,938;SILVER SULFADIAZINE,,,,,,,,,,,,,,,,,,,,,,
3cd54544-26fe-102b-80cb-0017a47871b2,,PAROMOMYCIN,,A broad-spectrum antibiotic C23H45N5O14 that is obtained from a bacterium of the genus Streptomyces (S. rimosus paromomycinus) and is used against intestinal amebiasis especially in the form of its sulfate.,Drug,Text,,,,939;PAROMOMYCIN,,,,,,,,,,,,,,,,,,,,,,
3cd54832-26fe-102b-80cb-0017a47871b2,,ALBENDAZOLE,,Oral drug used to treat a variety of worm infections. It is related to mebendazole.,Drug,Text,,,,941;ALBENDAZOLE,,,,,,,,,,,,,,,,,,,,,,
3cd549a4-26fe-102b-80cb-0017a47871b2,,PROBENECID,,A drug C13H19NO4S that acts on renal tubular function and is used to increase the concentration of some drugs (as penicillin) in the blood by inhibiting their excretion and to increase the excretion of urates in gout.,Drug,Text,,,,942;PROBENECID,,,,,,,,,,,,,,,,,,,,,,
3cd54d32-26fe-102b-80cb-0017a47871b2,,TRIAMCINALONE,,"A glucocorticoid drug C21H27FO6 that is administered especially in the form of its acetal and acetate derivatives for its anti-inflammatory and immunosuppressant effects and that is used chiefly in the treatment of skin disorders, asthma, and allergic rhinitis.",Drug,Text,,,,943;TRIAMCINALONE,,,,,,,,,,,,,,,,,,,,,,
3cd55b10-26fe-102b-80cb-0017a47871b2,,ANTACID,,An agent (as an alkali or absorbent) that counteracts or neutralizes acidity.,Drug,Text,,,,944;ANTACID,,,,,,,,,,,,,,,,,,,,,,
3cd5af34-26fe-102b-80cb-0017a47871b2,,MOXIFLOXACIN,Moxi,Flouroquinilone antibiotic.,Drug,Text,,,,955;MOXIFLOXACIN,,,,,,,,,,,,,,,,,,,,,,
3cd6407a-26fe-102b-80cb-0017a47871b2,,CELECOXIB,,A COX-2 blocker C17H14F3N3O2S that is administered orally especially to relieve the pain and inflammation of osteoarthritis and rheumatoid arthritis.,Drug,Text,,,,956;CELECOXIB,,,,,,,,,,,,,,,,,,,,,,
3cd642f0-26fe-102b-80cb-0017a47871b2,,LORATADINE,,A long-acting tricyclic antihistamine C22H23ClN2O2 used especially to relieve the symptoms of seasonal allergic rhinitis.,Drug,Text,,,,957;LORATADINE,,,,,,,,,,,,,,,,,,,,,,
3cd64476-26fe-102b-80cb-0017a47871b2,,FAMCICLOVIR,,A precursor C14H19N5O4 of the antiviral agent penciclovir that after oral administration is converted to penciclovir by cellular kinases and that is used to treat especially shingles and herpes genitalis.,Drug,Text,,,,958;FAMCICLOVIR,,,,,,,,,,,,,,,,,,,,,,
3cd645f2-26fe-102b-80cb-0017a47871b2,,DOMPERIDONE,,Medicine that increases the movements or contractions of the stomach and bowel. Domperidone is also used to treat nausea and vomiting caused by other drugs used to treat Parkinson's Disease.,Drug,Text,,,,959;DOMPERIDONE,,,,,,,,,,,,,,,,,,,,,,
3cd64782-26fe-102b-80cb-0017a47871b2,,CLOTRIMAZOLE,,"An antifungal agent C22H17ClN2 used to treat candida infections, tinea, and ringworm.",Drug,Coded,YES,,,960;CLOTRIMAZOLE,,,,,,,,,,,,,,,,,,,,,,
3cd64912-26fe-102b-80cb-0017a47871b2,,ESOMEPRAZOLE,,"Used to treat gastroesophageal reflux disease (GERD), a condition in which backward flow of acid from the stomach causes heartburn and injury of the esophagus (food pipe between the mouth and stomach).",Drug,Text,,,,961;ESOMEPRAZOLE,,,,,,,,,,,,,,,,,,,,,,
3cd64aa2-26fe-102b-80cb-0017a47871b2,,ITRACONAZOLE,,A triazole antifungal agent C35H38Cl2N8O4 used orally especially to treat blastomycosis and histoplasmosis.,Drug,Text,,,,962;ITRACONAZOLE,,,,,,,,,,,,,,,,,,,,,,
3cd64c32-26fe-102b-80cb-0017a47871b2,,CEFIXIME,,A semisynthetic cephalosporin antibiotic C16H15N5O7S2 that is administered orally and is effective especially against gram-negative bacteria and streptococci.,Drug,Text,,,,963;CEFIXIME,,,,,,,,,,,,,,,,,,,,,,
3cd64dc2-26fe-102b-80cb-0017a47871b2,,ROFECOXIB,,"A COX-2 inhibitor C17H14O4S used to relieve the signs and symptoms of osteoarthritis, to manage acute pain in adults, and to treat some forms of dysmenorrhea.",Drug,Text,,,,964;ROFECOXIB,,,,,,,,,,,,,,,,,,,,,,
3cd74588-26fe-102b-80cb-0017a47871b2,,ETHAMBUTOL AND ISONIZAID,,"Combination drug used to treat tuberculosis, often used with other drugs.  It's also known as Ethizide.",Drug,Text,,,,1108;ETHAMBUTOL AND ISONIZAID,,,,,,,,,,,,,,,,,,,,,,
3cd769c8-26fe-102b-80cb-0017a47871b2,,RIFAMPICIN ISONIAZID PYRAZINAMIDE AND ETHAMBUTOL,RHEZ,Fixed-dose combination drug used to treat tuberculosis.  Also known as Rifafour.,Drug,Text,,,,1131;RIFAMPICIN ISONIAZID PYRAZINAMIDE AND ETHAMBUTOL,,,,,,,,,,,,,,,,,,,,,,
3cd784bc-26fe-102b-80cb-0017a47871b2,,TOTAL MATERNAL TO CHILD TRANSMISSION PROPHYLAXIS,,Describes the use of drugs to prevent the maternal to child transmission of HIV during pregnancy.,Drug,Text,,,,1148;TOTAL MATERNAL TO CHILD TRANSMISSION PROPHYLAXIS,,,,,,,,,,,,,,,,,,,,,,
3cd7d548-26fe-102b-80cb-0017a47871b2,,RIFAMPICIN AND ISONIAZID,RH,Combination drug also known as Rifinah. Used in the early treatment of tuberculosis.,Drug,Text,,,,1194;RIFAMPICIN AND ISONIAZID,,,,,,,,,,,,,,,,,,,,,,
3cd906e8-26fe-102b-80cb-0017a47871b2,,BECLOMETHASONE,,a steroid anti-inflammatory drug administered in the form of its dipropionate C28H37ClO7 as an inhalant especially in the treatment of asthma and rhinitis.,Drug,Text,,,,1240;BECLOMETHASONE,,,,,,,,,,,,,,,,,,,,,,
3cd90878-26fe-102b-80cb-0017a47871b2,,VALACYCLOVIR,,The hydrochloride salt of L-valyl ester of the antiviral drug acyclovir.,Drug,Text,,,,1241;VALACYCLOVIR,,,,,,,,,,,,,,,,,,,,,,
3cd90a12-26fe-102b-80cb-0017a47871b2,,ENALAPRIL,,An antihypertensive drug C20H28N2O5 that is an ACE inhibitor administered orally in the form of its maleate.,Drug,Text,,,,1242;ENALAPRIL,,,,,,,,,,,,,,,,,,,,,,
3cd90ba2-26fe-102b-80cb-0017a47871b2,,Hydrochlorothiazide,,A diuretic and antihypertensive drug C7H8ClN3O4S2.,Drug,Text,,,,1243;HYDROCHLOROTHIAZIDE,,,,,,,,,,,,,,,,,,,,,,
3cd90d32-26fe-102b-80cb-0017a47871b2,,OMEPRAZOLE,,"A benzimidazole derivative C17H19N3O3S that inhibits gastric acid secretion and is used in the short-term treatment of duodenal ulcers as well as the treatment of gastroesophageal reflux, erosive esophagitis, and pathological hypersecretory disorders.",Drug,Text,,,,1244;OMEPRAZOLE,,,,,,7646.0,,25673006,,,,,,,,,,,,,,
3cda17e0-26fe-102b-80cb-0017a47871b2,,AMIKACIN,AMK,Injectable aminoglycoside used in drug-resistant TB treatment. Inhibits protein synthesis through disruption of ribosomal function. (Short name from WHO),Drug,Text,,,,1406;AMIKACIN,,,,,,,,,,,,,,,,,,,,,,
3cda1f60-26fe-102b-80cb-0017a47871b2,,CAPREOMYCIN,CM,Cyclic polypeptide used in drug-resistant TB treatment. (Short name from WHO),Drug,Text,,,,1411;CAPREOMYCIN,,,,,,,,,,,,,,,,,,,,,,
3cda20dc-26fe-102b-80cb-0017a47871b2,,CLOFAZIMINE,CFZ,Phenazine derivative used in drug-resistant TB treatment. (Short name from WHO),Drug,Text,,,,1412;CLOFAZIMINE,,,,,,,,,,,,,,,,,,,,,,
3cda2262-26fe-102b-80cb-0017a47871b2,,CYCLOSERINE,CS,D-Alanine analog used in drug-resistant TB treatment. (Short name from WHO),Drug,Text,,,,1413;CYCLOSERINE,,,,,,,,,,,,,,,,,,,,,,
3cda2b7c-26fe-102b-80cb-0017a47871b2,,ETHIONAMIDE,Ethio,Isonicotinic acid derivative used in drug-resistant TB treatment. (Short name from WHO),Drug,Text,,,,1414;ETHIONAMIDE,,,,,,,,,,,,,,,,,,,,,,
3cda2cf8-26fe-102b-80cb-0017a47871b2,,PROTHIONAMIDE,Prothio,Isonicotinic acid derivative used in drug-resistant TB treatment. (Short name Pto from WHO),Drug,Text,,,,1415;PROTHIONAMIDE,,,,,,,,,,,,,,,,,,,,,,
3cda2e6a-26fe-102b-80cb-0017a47871b2,,Gati,,Fluoroquinolone used in drug-resistant TB treatment. (Short name from WHO),Drug,Text,,,,1416,,,,,,,,,,,,,,,,,,,,,,
